timestamp,tail,owner,airport,airport_name,leg
2023-01-22,N757AF,Donald Trump,FAY,Fayetteville Regional Airport,departure
2023-01-22,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2023-01-21,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2023-01-21,N757AF,Donald Trump,FAY,Fayetteville Regional Airport,arrival
2023-01-09,N757AF,Donald Trump,LCH,Lake Charles Regional Airport,departure
2023-01-09,N757AF,Donald Trump,PBI,Palm Beach International Airport,arrival
2023-01-03,N757AF,Donald Trump,PBI,Palm Beach International Airport,departure
2023-01-03,N757AF,Donald Trump,LCH,Lake Charles Regional Airport,arrival
2025-11-21,N943FL,Ron DeSantis,KXMR,Cape Canaveral Sfs Skid Strip Airport,departure
2025-11-21,N943FL,Ron DeSantis,CGC,Cape Gloucester Airport,arrival
2025-11-18,N943FL,Ron DeSantis,IAD,Washington Dulles International Airport,departure
2025-11-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-17,N943FL,Ron DeSantis,IAD,Washington Dulles International Airport,arrival
2025-11-16,N943FL,Ron DeSantis,TCL,Tuscaloosa National Airport,departure
2025-11-16,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-15,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-15,N943FL,Ron DeSantis,TCL,Tuscaloosa National Airport,arrival
2025-11-15,N943FL,Ron DeSantis,HVN,Tweed New Haven Airport,departure
2025-11-15,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-14,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-14,N943FL,Ron DeSantis,HVN,Tweed New Haven Airport,arrival
2025-11-13,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-13,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-11-13,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-11-13,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-10,N943FL,Ron DeSantis,CRG,Jacksonville Executive At Craig Airport,departure
2025-11-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-10,N943FL,Ron DeSantis,CRG,Jacksonville Executive At Craig Airport,arrival
2025-11-07,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,departure
2025-11-07,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-07,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-07,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,arrival
2025-11-06,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-11-06,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-06,N943FL,Ron DeSantis,FPY,Perry Foley Airport,departure
2025-11-06,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-11-06,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-11-06,N943FL,Ron DeSantis,FPY,Perry Foley Airport,arrival
2025-11-05,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-05,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-11-03,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,departure
2025-11-03,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-11-03,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-11-03,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,arrival
2025-11-01,N943FL,Ron DeSantis,HPN,Westchester County Airport,departure
2025-11-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-31,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-10-31,N943FL,Ron DeSantis,HPN,Westchester County Airport,arrival
2025-10-29,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-29,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-10-24,N943FL,Ron DeSantis,CRG,Jacksonville Executive At Craig Airport,departure
2025-10-24,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,arrival
2025-10-24,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-10-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-24,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,departure
2025-10-24,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-10-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-23,N943FL,Ron DeSantis,CRG,Jacksonville Executive At Craig Airport,arrival
2025-10-23,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-10-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-23,N943FL,Ron DeSantis,CRG,Jacksonville Executive At Craig Airport,departure
2025-10-23,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-10-22,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,departure
2025-10-22,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-22,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,departure
2025-10-22,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,arrival
2025-10-22,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,departure
2025-10-22,N943FL,Ron DeSantis,TMB,Kendall Tamiami Executive Airport,arrival
2025-10-22,N943FL,Ron DeSantis,BNA,Nashville International Airport,departure
2025-10-22,N943FL,Ron DeSantis,PGD,Charlotte County Airport,arrival
2025-10-22,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-10-22,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-21,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-21,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-10-19,N943FL,Ron DeSantis,SJC,San Jose International Airport,departure
2025-10-19,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-19,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-19,N943FL,Ron DeSantis,SJC,San Jose International Airport,arrival
2025-10-15,N943FL,Ron DeSantis,VNY,Van Nuys Airport,departure
2025-10-15,N943FL,Ron DeSantis,SFO,San Francisco International Airport,arrival
2025-10-15,N943FL,Ron DeSantis,KXMR,Cape Canaveral Sfs Skid Strip Airport,departure
2025-10-15,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-10-12,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-12,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-10-12,N943FL,Ron DeSantis,MDT,Harrisburg International Airport,departure
2025-10-12,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-10,N943FL,Ron DeSantis,MDT,Harrisburg International Airport,arrival
2025-10-06,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-06,N943FL,Ron DeSantis,VNY,Van Nuys Airport,arrival
2025-10-05,N943FL,Ron DeSantis,FPY,Perry Foley Airport,departure
2025-10-05,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-03,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-03,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,arrival
2025-10-03,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,departure
2025-10-03,N943FL,Ron DeSantis,FPY,Perry Foley Airport,arrival
2025-10-01,N943FL,Ron DeSantis,NEN,Nolf Whitehouse Airport,departure
2025-10-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-10-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-10-01,N943FL,Ron DeSantis,NEN,Nolf Whitehouse Airport,arrival
2025-09-29,N943FL,Ron DeSantis,GNV,Gainesville Regional Airport,departure
2025-09-29,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-29,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-29,N943FL,Ron DeSantis,GNV,Gainesville Regional Airport,arrival
2025-09-28,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,departure
2025-09-28,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-28,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-28,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,arrival
2025-09-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-27,N943FL,Ron DeSantis,MCO,Orlando International Airport,arrival
2025-09-27,N943FL,Ron DeSantis,MCO,Orlando International Airport,departure
2025-09-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-25,N943FL,Ron DeSantis,FPY,Perry Foley Airport,departure
2025-09-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-09-25,N943FL,Ron DeSantis,FPY,Perry Foley Airport,arrival
2025-09-24,N943FL,Ron DeSantis,VNY,Van Nuys Airport,departure
2025-09-24,N943FL,Ron DeSantis,CMN,Mohammed Airport,arrival
2025-09-23,N943FL,Ron DeSantis,KXMR,Cape Canaveral Sfs Skid Strip Airport,departure
2025-09-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-18,N943FL,Ron DeSantis,NSE,Whiting Field Naval Air Station North,arrival
2025-09-16,N943FL,Ron DeSantis,KXMR,Cape Canaveral Sfs Skid Strip Airport,departure
2025-09-16,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-12,N943FL,Ron DeSantis,NZC,Cecil Field Airport,departure
2025-09-12,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-12,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-12,N943FL,Ron DeSantis,NZC,Cecil Field Airport,arrival
2025-09-11,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-11,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,arrival
2025-09-11,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,departure
2025-09-11,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-11,N943FL,Ron DeSantis,FLL,Fort Lauderdale Hollywood International Airport,departure
2025-09-11,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-10,N943FL,Ron DeSantis,MMU,Morristown Municipal Airport,departure
2025-09-10,N943FL,Ron DeSantis,THP,Hot Springs Airport,arrival
2025-09-10,N943FL,Ron DeSantis,VNY,Van Nuys Airport,departure
2025-09-10,N943FL,Ron DeSantis,SJC,San Jose International Airport,arrival
2025-09-08,N943FL,Ron DeSantis,LAL,Lakeland Linder International Airport,departure
2025-09-08,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-08,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-08,N943FL,Ron DeSantis,LAL,Lakeland Linder International Airport,arrival
2025-09-06,N943FL,Ron DeSantis,DAL,Dallas Love Field Airport,departure
2025-09-06,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-04,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-04,N943FL,Ron DeSantis,DAL,Dallas Love Field Airport,arrival
2025-09-04,N943FL,Ron DeSantis,ISM,Kissimmee Gateway Airport,departure
2025-09-04,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-04,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-04,N943FL,Ron DeSantis,ISM,Kissimmee Gateway Airport,arrival
2025-09-03,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-03,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-09-03,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-09-03,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-02,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-09-02,N943FL,Ron DeSantis,ORL,Orlando Executive Airport,arrival
2025-09-02,N943FL,Ron DeSantis,ORL,Orlando Executive Airport,departure
2025-09-02,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-09-01,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,departure
2025-09-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-08-31,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-08-31,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,arrival
2025-08-31,N943FL,Ron DeSantis,KXMR,Cape Canaveral Sfs Skid Strip Airport,departure
2025-08-31,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-08-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-08-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-08-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-08-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-07-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-25,N943FL,Ron DeSantis,IMM,Immokalee Regional Airport,arrival
2025-07-25,N943FL,Ron DeSantis,IMM,Immokalee Regional Airport,departure
2025-07-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-24,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,arrival
2025-07-24,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,departure
2025-07-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-23,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,departure
2025-07-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-23,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,arrival
2025-07-22,N943FL,Ron DeSantis,GNV,Gainesville Regional Airport,departure
2025-07-22,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-22,N943FL,Ron DeSantis,FXE,Fort Lauderdale Executive Airport,departure
2025-07-22,N943FL,Ron DeSantis,GNV,Gainesville Regional Airport,arrival
2025-07-22,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-22,N943FL,Ron DeSantis,FXE,Fort Lauderdale Executive Airport,arrival
2025-07-18,N943FL,Ron DeSantis,MRK,Marco Island Airport,departure
2025-07-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-18,N943FL,Ron DeSantis,MRK,Marco Island Airport,arrival
2025-07-18,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,departure
2025-07-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-17,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,arrival
2025-07-17,N943FL,Ron DeSantis,MCO,Orlando International Airport,departure
2025-07-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-17,N943FL,Ron DeSantis,BOW,Bartow Municipal Airport,departure
2025-07-17,N943FL,Ron DeSantis,MCO,Orlando International Airport,arrival
2025-07-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-17,N943FL,Ron DeSantis,BOW,Bartow Municipal Airport,arrival
2025-07-16,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-07-16,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-16,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-16,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-07-15,N943FL,Ron DeSantis,RSW,Southwest Florida International Airport,departure
2025-07-15,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-15,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-15,N943FL,Ron DeSantis,RSW,Southwest Florida International Airport,arrival
2025-07-14,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,departure
2025-07-14,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-14,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-14,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,arrival
2025-07-11,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-07-11,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-11,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-11,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-07-07,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,departure
2025-07-07,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-07,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-07,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,arrival
2025-07-01,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,departure
2025-07-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-07-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-07-01,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,arrival
2025-06-30,N943FL,Ron DeSantis,LEE,Leesburg International Airport,departure
2025-06-30,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-30,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-30,N943FL,Ron DeSantis,LEE,Leesburg International Airport,arrival
2025-06-27,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,departure
2025-06-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-27,N943FL,Ron DeSantis,TNT,Dade Collier Training And Transition Airport,arrival
2025-06-26,N943FL,Ron DeSantis,FLL,Fort Lauderdale Hollywood International Airport,departure
2025-06-26,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-26,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-26,N943FL,Ron DeSantis,FLL,Fort Lauderdale Hollywood International Airport,arrival
2025-06-25,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,departure
2025-06-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-25,N943FL,Ron DeSantis,OCF,Ocala International Airport,departure
2025-06-25,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,arrival
2025-06-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-25,N943FL,Ron DeSantis,OCF,Ocala International Airport,arrival
2025-06-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-06-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-06-24,N943FL,Ron DeSantis,ECP,Northwest Florida Beaches International Airport,departure
2025-06-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-24,N943FL,Ron DeSantis,ECP,Northwest Florida Beaches International Airport,arrival
2025-06-23,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,departure
2025-06-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-23,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-23,N943FL,Ron DeSantis,PIE,Saint Petersburg Clearwater International Airport,arrival
2025-06-20,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-06-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-20,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-06-18,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,departure
2025-06-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-18,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-18,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,arrival
2025-06-17,N943FL,Ron DeSantis,MCO,Orlando International Airport,departure
2025-06-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-17,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-17,N943FL,Ron DeSantis,MCO,Orlando International Airport,arrival
2025-06-14,N943FL,Ron DeSantis,HPN,Westchester County Airport,departure
2025-06-14,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-13,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-13,N943FL,Ron DeSantis,HPN,Westchester County Airport,arrival
2025-06-13,N943FL,Ron DeSantis,HPN,Westchester County Airport,departure
2025-06-13,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-13,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-13,N943FL,Ron DeSantis,HPN,Westchester County Airport,arrival
2025-06-10,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,departure
2025-06-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-10,N943FL,Ron DeSantis,JAX,Jacksonville International Airport,arrival
2025-06-10,N943FL,Ron DeSantis,UST,Northeast Florida Regional Airport,departure
2025-06-10,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-09,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-09,N943FL,Ron DeSantis,UST,Northeast Florida Regional Airport,arrival
2025-06-06,N943FL,Ron DeSantis,PGD,Charlotte County Airport,departure
2025-06-06,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-06,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-06,N943FL,Ron DeSantis,PGD,Charlotte County Airport,arrival
2025-06-05,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-06-05,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-05,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-05,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-06-04,N943FL,Ron DeSantis,MIA,Miami International Airport,departure
2025-06-04,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-04,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-04,N943FL,Ron DeSantis,MIA,Miami International Airport,arrival
2025-06-02,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,departure
2025-06-02,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-06-02,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-06-02,N943FL,Ron DeSantis,SRQ,Sarasota Bradenton International Airport,arrival
2025-06-01,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-06-01,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-30,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-30,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-05-29,N943FL,Ron DeSantis,RSW,Southwest Florida International Airport,departure
2025-05-29,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-29,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-29,N943FL,Ron DeSantis,RSW,Southwest Florida International Airport,arrival
2025-05-28,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,departure
2025-05-28,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-28,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-28,N943FL,Ron DeSantis,PBI,Palm Beach International Airport,arrival
2025-05-27,N943FL,Ron DeSantis,MCO,Orlando International Airport,departure
2025-05-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-27,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-27,N943FL,Ron DeSantis,MCO,Orlando International Airport,arrival
2025-05-25,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-05-25,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-24,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-05-24,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-23,N943FL,Ron DeSantis,ORL,Orlando Executive Airport,departure
2025-05-22,N943FL,Ron DeSantis,DAB,Daytona Beach International Airport,departure
2025-05-22,N943FL,Ron DeSantis,ORL,Orlando Executive Airport,arrival
2025-05-22,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-22,N943FL,Ron DeSantis,DAB,Daytona Beach International Airport,arrival
2025-05-21,N943FL,Ron DeSantis,MCO,Orlando International Airport,departure
2025-05-21,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-21,N943FL,Ron DeSantis,BOW,Bartow Municipal Airport,departure
2025-05-21,N943FL,Ron DeSantis,MCO,Orlando International Airport,arrival
2025-05-21,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-21,N943FL,Ron DeSantis,BOW,Bartow Municipal Airport,arrival
2025-05-20,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,departure
2025-05-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-20,N943FL,Ron DeSantis,GDC,Donaldson Center Airport,arrival
2025-05-20,N943FL,Ron DeSantis,TPA,Tampa International Airport,departure
2025-05-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,arrival
2025-05-20,N943FL,Ron DeSantis,TLH,Tallahassee Regional Airport,departure
2025-05-20,N943FL,Ron DeSantis,TPA,Tampa International Airport,arrival
2025-05-19,N943FL,Ron DeSantis,ECP,Northwest Florida Beaches International Airport,departure
