timestamp,tail,owner,airport,airport_name,lat,lon,leg
2025-11-21,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-11-21,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,arrival
2025-11-18,N757AF,Donald Trump,FMY,Page,26.58661111,-81.86325,departure
2025-11-18,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-11-18,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-11-18,N757AF,Donald Trump,FMY,Page,26.58661111,-81.86325,arrival
2025-11-06,N757AF,Donald Trump,FLL,Fort Lauderdale-Hollywood Int'l,26.07258333,-80.15275,departure
2025-11-06,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-11-05,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,departure
2025-11-05,N757AF,Donald Trump,TOI,Troy Municipal,31.86041667,-86.01213889,arrival
2025-11-04,N757AF,Donald Trump,IAD,Washington Dulles International,38.94453194,-77.45580972,departure
2025-11-04,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,arrival
2025-11-04,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-11-04,N757AF,Donald Trump,IAD,Washington Dulles International,38.94453194,-77.45580972,arrival
2025-10-29,N757AF,Donald Trump,RIC,Richmond International,37.50516667,-77.31966667,departure
2025-10-29,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-10-28,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-10-28,N757AF,Donald Trump,RIC,Richmond International,37.50516667,-77.31966667,arrival
2025-10-20,N757AF,Donald Trump,HHR,Jack Northrop Field/Hawthorne Municipal,33.92283972,-118.3351872,departure
2025-10-20,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-10-18,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-10-18,N757AF,Donald Trump,HHR,Jack Northrop Field/Hawthorne Municipal,33.92283972,-118.3351872,arrival
2025-10-13,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,departure
2025-10-13,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-10-13,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-10-13,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,arrival
2025-09-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,departure
2025-09-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-09-21,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-09-21,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,arrival
2025-09-19,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-09-19,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-09-15,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-09-15,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-09-14,N757AF,Donald Trump,ORL,Executive,28.54547222,-81.33294444,departure
2025-09-14,N757AF,Donald Trump,PTK,Oakland-Pontiac,42.66520389,-83.41870917,arrival
2025-09-13,N757AF,Donald Trump,PIK,Prestwick Airport,0.0,0.0,departure
2025-09-13,N757AF,Donald Trump,ILM,Wilmington International,34.27061111,-77.90255556,arrival
2025-08-10,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-08-10,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-08-10,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-08-10,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-07-30,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-07-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-07-30,N757AF,Donald Trump,LSI,Sumburgh Airport,0.0,0.0,departure
2025-07-30,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-07-29,N757AF,Donald Trump,PIK,Prestwick Airport,0.0,0.0,departure
2025-07-29,N757AF,Donald Trump,LSI,Sumburgh Airport,0.0,0.0,arrival
2025-07-25,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-07-25,N757AF,Donald Trump,PIK,Prestwick Airport,0.0,0.0,arrival
2025-07-23,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-07-23,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-07-22,N757AF,Donald Trump,LCH,Lake Charles Regional,30.1260975,-93.22340361,departure
2025-07-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-04-01,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-04-01,N757AF,Donald Trump,LCH,Lake Charles Regional,30.1260975,-93.22340361,arrival
2025-03-30,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-03-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-03-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-03-30,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-03-29,N757AF,Donald Trump,EGE,Eagle County Regional,39.64256778,-106.9176953,departure
2025-03-29,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-03-29,N757AF,Donald Trump,CYS,Cheyenne,41.1557225,-104.8118381,departure
2025-03-29,N757AF,Donald Trump,EGE,Eagle County Regional,39.64256778,-106.9176953,arrival
2025-03-22,N757AF,Donald Trump,EGE,Eagle County Regional,39.64256778,-106.9176953,departure
2025-03-22,N757AF,Donald Trump,CYS,Cheyenne,41.1557225,-104.8118381,arrival
2025-03-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-03-22,N757AF,Donald Trump,EGE,Eagle County Regional,39.64256778,-106.9176953,arrival
2025-03-20,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-03-20,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-03-20,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-03-20,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-03-15,N757AF,Donald Trump,BGR,Bangor International,44.80744444,-68.82813889,departure
2025-03-15,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-03-15,N757AF,Donald Trump,PIK,Prestwick Airport,0.0,0.0,departure
2025-03-15,N757AF,Donald Trump,BGR,Bangor International,44.80744444,-68.82813889,arrival
2025-03-14,N757AF,Donald Trump,EDI,Edinburgh Airport,0.0,0.0,departure
2025-03-14,N757AF,Donald Trump,PIK,Prestwick Airport,0.0,0.0,arrival
2025-03-13,N757AF,Donald Trump,YGR,Iles De La Madeleine Airport,0.0,0.0,departure
2025-03-13,N757AF,Donald Trump,EDI,Edinburgh Airport,0.0,0.0,arrival
2025-03-13,N757AF,Donald Trump,JAX,Jacksonville International,30.49405556,-81.68786111,departure
2025-03-13,N757AF,Donald Trump,YGR,Iles De La Madeleine Airport,0.0,0.0,arrival
2025-03-12,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-03-12,N757AF,Donald Trump,JAX,Jacksonville International,30.49405556,-81.68786111,arrival
2025-03-05,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,departure
2025-03-05,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-03-04,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-03-04,N757AF,Donald Trump,DCA,Ronald Reagan Washington National,38.85208333,-77.03772222,arrival
2025-02-21,N757AF,Donald Trump,GVT,Majors,33.06783889,-96.0653325,departure
2025-02-21,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-02-19,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-02-19,N757AF,Donald Trump,GVT,Majors,33.06783889,-96.0653325,arrival
2025-02-19,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-02-19,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-02-18,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-02-18,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-02-14,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-02-14,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-02-13,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-02-13,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-02-03,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-02-03,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-02-03,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-02-03,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-01-30,N757AF,Donald Trump,IAD,Washington Dulles International,38.94453194,-77.45580972,departure
2025-01-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-01-19,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-19,N757AF,Donald Trump,IAD,Washington Dulles International,38.94453194,-77.45580972,arrival
2025-01-11,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-01-11,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-01-11,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-11,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-01-09,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,departure
2025-01-09,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-01-08,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-08,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,arrival
2025-01-07,N757AF,Donald Trump,GOH,Unnamed Airport,0.0,0.0,departure
2025-01-07,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-01-07,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-07,N757AF,Donald Trump,GOH,Unnamed Airport,0.0,0.0,arrival
2025-01-03,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-01-03,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-01-02,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-02,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,departure
2024-12-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-22,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,arrival
2024-12-15,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,departure
2024-12-15,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-14,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-14,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,arrival
2024-12-14,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-12-14,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-13,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-13,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-12,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-12-12,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-12,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-12,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-06,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-12-06,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-05,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-05,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-01,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-12-01,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-01,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-01,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-21,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-21,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-20,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-11-20,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-20,N757AF,Donald Trump,BRO,Brownsville/S.Padre Island International,25.90683333,-97.42586111,departure
2024-11-20,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-19,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-11-19,N757AF,Donald Trump,BRO,Brownsville/S.Padre Island International,25.90683333,-97.42586111,arrival
2024-11-17,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-17,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-17,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-11-17,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-13,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,departure
2024-11-13,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-13,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-11-13,N757AF,Donald Trump,ADW,Andrews Air Force Base Airport,0.0,0.0,arrival
2024-11-11,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-11,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-10,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-11-10,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-05,N757AF,Donald Trump,GRR,Kent County International,42.88081972,-85.52276778,departure
2024-11-05,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-11-05,N757AF,Donald Trump,PIT,Pittsburgh International,40.49146583,-80.23287083,departure
2024-11-05,N757AF,Donald Trump,GRR,Kent County International,42.88081972,-85.52276778,arrival
2024-11-04,N757AF,Donald Trump,RDU,Raleigh-Durham International,35.87763889,-78.78747222,departure
2024-11-04,N757AF,Donald Trump,PIT,Pittsburgh International,40.49146583,-80.23287083,arrival
2024-11-04,N757AF,Donald Trump,WRB,Robins Air Force Base,0.0,0.0,departure
2024-11-04,N757AF,Donald Trump,RDU,Raleigh-Durham International,35.87763889,-78.78747222,arrival
2024-11-03,N757AF,Donald Trump,ISO,Kinston Regional Jetport At Stallin,35.32807944,-77.61552611,departure
2024-11-03,N757AF,Donald Trump,WRB,Robins Air Force Base,0.0,0.0,arrival
2024-11-03,N757AF,Donald Trump,MDT,Harrisburg Intl,40.19349528,-76.76340361,departure
2024-11-03,N757AF,Donald Trump,ISO,Kinston Regional Jetport At Stallin,35.32807944,-77.61552611,arrival
2024-11-03,N757AF,Donald Trump,GSO,Piedmont Triad International,36.09774694,-79.9372975,departure
2024-11-03,N757AF,Donald Trump,MDT,Harrisburg Intl,40.19349528,-76.76340361,arrival
2024-11-02,N757AF,Donald Trump,CLT,Charlotte/Douglas International,35.21401111,-80.94312583,departure
2024-11-02,N757AF,Donald Trump,GSO,Piedmont Triad International,36.09774694,-79.9372975,arrival
2024-11-02,N757AF,Donald Trump,MKE,General Mitchell International,42.94722222,-87.89658333,departure
2024-11-02,N757AF,Donald Trump,CLT,Charlotte/Douglas International,35.21401111,-80.94312583,arrival
2024-11-02,N757AF,Donald Trump,DET,Detroit City,42.40919444,-83.00986111,departure
2024-11-02,N757AF,Donald Trump,MKE,General Mitchell International,42.94722222,-87.89658333,arrival
2024-11-01,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,departure
2024-11-01,N757AF,Donald Trump,DET,Detroit City,42.40919444,-83.00986111,arrival
2024-11-01,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,departure
2024-11-01,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,arrival
2024-10-31,N757AF,Donald Trump,ABQ,Albuquerque International,35.04022222,-106.6091944,departure
2024-10-31,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,arrival
2024-10-31,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-10-31,N757AF,Donald Trump,ABQ,Albuquerque International,35.04022222,-106.6091944,arrival
2024-10-31,N757AF,Donald Trump,GRB,Austin Straubel International,44.48507333,-88.12959,departure
2024-10-31,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-10-30,N757AF,Donald Trump,PGV,Pitt-Greenville,35.63523944,-77.38532028,departure
2024-10-30,N757AF,Donald Trump,GRB,Austin Straubel International,44.48507333,-88.12959,arrival
2024-10-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-10-30,N757AF,Donald Trump,PGV,Pitt-Greenville,35.63523944,-77.38532028,arrival
2024-10-30,N757AF,Donald Trump,ABE,Lehigh Valley International,40.65236278,-75.44040167,departure
2024-10-30,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-10-29,N757AF,Donald Trump,PHL,Philadelphia Intl,39.87195278,-75.24114083,departure
2024-10-29,N757AF,Donald Trump,ABE,Lehigh Valley International,40.65236278,-75.44040167,arrival
2024-10-29,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-10-29,N757AF,Donald Trump,PHL,Philadelphia Intl,39.87195278,-75.24114083,arrival
2024-10-29,N757AF,Donald Trump,ATL,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,departure
2024-10-29,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-10-28,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-28,N757AF,Donald Trump,ATL,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,arrival
2024-10-26,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,departure
2024-10-26,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-25,N757AF,Donald Trump,TVC,Cherry Capital,44.74144472,-85.582235,departure
2024-10-25,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,arrival
2024-10-25,N757AF,Donald Trump,AUS,Austin-Bergstrom International,30.19453278,-97.66987194,departure
2024-10-25,N757AF,Donald Trump,TVC,Cherry Capital,44.74144472,-85.582235,arrival
2024-10-25,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,departure
2024-10-25,N757AF,Donald Trump,AUS,Austin-Bergstrom International,30.19453278,-97.66987194,arrival
2024-10-25,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,departure
2024-10-25,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,arrival
2024-10-24,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-10-24,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,arrival
2024-10-22,N757AF,Donald Trump,MIA,Miami International,25.79325,-80.29055556,departure
2024-10-22,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-10-22,N757AF,Donald Trump,CLT,Charlotte/Douglas International,35.21401111,-80.94312583,departure
2024-10-22,N757AF,Donald Trump,MIA,Miami International,25.79325,-80.29055556,arrival
2024-10-21,N757AF,Donald Trump,PGV,Pitt-Greenville,35.63523944,-77.38532028,departure
2024-10-21,N757AF,Donald Trump,CLT,Charlotte/Douglas International,35.21401111,-80.94312583,arrival
2024-10-21,N757AF,Donald Trump,AVL,Asheville Regional,35.43619444,-82.54180556,departure
2024-10-21,N757AF,Donald Trump,PGV,Pitt-Greenville,35.63523944,-77.38532028,arrival
2024-10-21,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-21,N757AF,Donald Trump,AVL,Asheville Regional,35.43619444,-82.54180556,arrival
2024-10-21,N757AF,Donald Trump,PIT,Pittsburgh International,40.49146583,-80.23287083,departure
2024-10-21,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-20,N757AF,Donald Trump,MDT,Harrisburg Intl,40.19349528,-76.76340361,departure
2024-10-20,N757AF,Donald Trump,PIT,Pittsburgh International,40.49146583,-80.23287083,arrival
2024-10-20,N757AF,Donald Trump,ILM,Wilmington International,34.27061111,-77.90255556,departure
2024-10-20,N757AF,Donald Trump,MDT,Harrisburg Intl,40.19349528,-76.76340361,arrival
2024-10-20,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-20,N757AF,Donald Trump,ILM,Wilmington International,34.27061111,-77.90255556,arrival
2024-10-20,N757AF,Donald Trump,LBE,Arnold Palmer Regional,40.27594,-79.40479722,departure
2024-10-20,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-19,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-19,N757AF,Donald Trump,LBE,Arnold Palmer Regional,40.27594,-79.40479722,arrival
2024-10-19,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,departure
2024-10-19,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-18,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-18,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,arrival
2024-10-17,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-10-17,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-16,N757AF,Donald Trump,ATL,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,departure
2024-10-16,N757AF,Donald Trump,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-10-15,N757AF,Donald Trump,ORD,Chicago O'Hare International,41.979595,-87.90446417,departure
2024-10-15,N757AF,Donald Trump,ATL,William B Hartsfield-Atlanta Intl,33.64044444,-84.42694444,arrival
2024-10-15,N757AF,Donald Trump,PHL,Philadelphia Intl,39.87195278,-75.24114083,departure
2024-10-15,N757AF,Donald Trump,ORD,Chicago O'Hare International,41.979595,-87.90446417,arrival
2024-10-14,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-14,N757AF,Donald Trump,PHL,Philadelphia Intl,39.87195278,-75.24114083,arrival
2024-10-14,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,departure
2024-10-14,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-13,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,departure
2024-10-13,N757AF,Donald Trump,PHX,Phoenix Sky Harbor International,33.43416667,-112.0080556,arrival
2024-10-13,N757AF,Donald Trump,PSP,Palm Springs International,33.82921556,-116.5062531,departure
2024-10-13,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,arrival
2024-10-12,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,departure
2024-10-12,N757AF,Donald Trump,PSP,Palm Springs International,33.82921556,-116.5062531,arrival
2024-10-12,N757AF,Donald Trump,RNO,Reno/Tahoe International,39.49857611,-119.7680647,departure
2024-10-12,N757AF,Donald Trump,LAS,McCarran International,36.08036111,-115.1523333,arrival
2024-10-11,N757AF,Donald Trump,DEN,Denver Intl,39.85840806,-104.6670019,departure
2024-10-11,N757AF,Donald Trump,RNO,Reno/Tahoe International,39.49857611,-119.7680647,arrival
2024-10-11,N757AF,Donald Trump,ORD,Chicago O'Hare International,41.979595,-87.90446417,departure
2024-10-11,N757AF,Donald Trump,DEN,Denver Intl,39.85840806,-104.6670019,arrival
2024-10-10,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,departure
2024-10-10,N757AF,Donald Trump,ORD,Chicago O'Hare International,41.979595,-87.90446417,arrival
2024-10-10,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-10,N757AF,Donald Trump,DTW,Detroit Metropolitan-Wayne County,42.21205889,-83.34883583,arrival
2024-10-10,N757AF,Donald Trump,ABE,Lehigh Valley International,40.65236278,-75.44040167,departure
2024-10-10,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-09,N757AF,Donald Trump,AVP,Wilkes-Barre/Scranton Intl,41.33814944,-75.7242675,departure
2024-10-09,N757AF,Donald Trump,ABE,Lehigh Valley International,40.65236278,-75.44040167,arrival
2024-10-09,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-09,N757AF,Donald Trump,AVP,Wilkes-Barre/Scranton Intl,41.33814944,-75.7242675,arrival
2024-10-07,N757AF,Donald Trump,MSN,Dane County Regional,43.13985778,-89.33751361,departure
2024-10-07,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-06,N757AF,Donald Trump,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-06,N757AF,Donald Trump,MSN,Dane County Regional,43.13985778,-89.33751361,arrival
2024-10-06,N757AF,Donald Trump,PIT,Pittsburgh International,40.49146583,-80.23287083,departure
