timestamp,tail,owner,airport,airport_name,lat,lon,leg
2023-07-15,N68885,Mark Zuckerberg,SUN,Friedman Memorial,43.50484139,-114.2965903,departure
2023-07-15,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2023-07-12,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,departure
2023-07-12,N68885,Mark Zuckerberg,SUN,Friedman Memorial,43.50484139,-114.2965903,arrival
2023-07-12,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-07-12,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,arrival
2023-06-21,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,departure
2023-06-21,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-06-21,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2023-06-21,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,arrival
2023-06-21,N68885,Mark Zuckerberg,NCE,Cote Azur Airport,0.0,0.0,departure
2023-06-21,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2023-06-20,N68885,Mark Zuckerberg,AMS,Schiphol Airport,0.0,0.0,departure
2023-06-20,N68885,Mark Zuckerberg,NCE,Cote Azur Airport,0.0,0.0,arrival
2023-06-19,N68885,Mark Zuckerberg,BRU,Brussels Natl Airport,0.0,0.0,departure
2023-06-19,N68885,Mark Zuckerberg,AMS,Schiphol Airport,0.0,0.0,arrival
2023-06-19,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-06-19,N68885,Mark Zuckerberg,BRU,Brussels Natl Airport,0.0,0.0,arrival
2023-06-17,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,departure
2023-06-17,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-06-17,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-06-17,N68885,Mark Zuckerberg,RNO,Reno/Tahoe International,39.49857611,-119.7680647,arrival
2023-05-29,N68885,Mark Zuckerberg,MIA,Miami International,25.79325,-80.29055556,departure
2023-05-29,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-05-27,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-05-27,N68885,Mark Zuckerberg,MIA,Miami International,25.79325,-80.29055556,arrival
2023-05-20,N68885,Mark Zuckerberg,LIH,Lihue,21.97598306,-159.3389581,departure
2023-05-20,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-05-14,N68885,Mark Zuckerberg,MMSL,Cabo San Lucas International Airport,0.0,0.0,departure
2023-05-14,N68885,Mark Zuckerberg,LIH,Lihue,21.97598306,-159.3389581,arrival
2023-05-10,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-05-10,N68885,Mark Zuckerberg,MMSL,Cabo San Lucas International Airport,0.0,0.0,arrival
2023-05-06,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2023-05-06,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-05-06,N68885,Mark Zuckerberg,IAD,Washington Dulles International,38.94453194,-77.45580972,departure
2023-05-06,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2023-05-05,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2023-05-05,N68885,Mark Zuckerberg,IAD,Washington Dulles International,38.94453194,-77.45580972,arrival
2023-05-05,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-05-05,N68885,Mark Zuckerberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2023-04-16,N68885,Mark Zuckerberg,BUR,Burbank-Glendale-Pasadena,34.20061917,-118.3584969,departure
2023-04-16,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-04-16,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-04-16,N68885,Mark Zuckerberg,BUR,Burbank-Glendale-Pasadena,34.20061917,-118.3584969,arrival
2023-03-15,N68885,Mark Zuckerberg,MRY,Monterey Peninsula,36.5869825,-121.8429478,departure
2023-03-15,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-03-15,N68885,Mark Zuckerberg,FAT,Fresno Yosemite International,36.77619444,-119.7181389,departure
2023-03-15,N68885,Mark Zuckerberg,MRY,Monterey Peninsula,36.5869825,-121.8429478,arrival
2023-03-15,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-03-15,N68885,Mark Zuckerberg,FAT,Fresno Yosemite International,36.77619444,-119.7181389,arrival
2023-03-11,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-03-11,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-03-11,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-03-11,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-03-06,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-03-06,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-03-05,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-03-05,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-03-04,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-03-04,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-03-03,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-03-03,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-02-27,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-02-27,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-02-26,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-02-26,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-02-23,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-02-23,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-02-23,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-02-23,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-02-12,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-02-12,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-02-11,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-02-11,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-02-05,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,departure
2023-02-05,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-01-28,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-01-28,N68885,Mark Zuckerberg,BZN,Gallatin,45.77690139,-111.1530072,arrival
2023-01-14,N68885,Mark Zuckerberg,LIH,Lihue,21.97598306,-159.3389581,departure
2023-01-14,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2023-01-13,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,departure
2023-01-13,N68885,Mark Zuckerberg,LIH,Lihue,21.97598306,-159.3389581,arrival
2023-01-13,N68885,Mark Zuckerberg,ATW,Outagamie County Regional,44.25740806,-88.51947556,departure
2023-01-13,N68885,Mark Zuckerberg,SJC,San Jose International,37.36186194,-121.9290089,arrival
2025-10-15,N5MV,Michael Bloomberg,SAV,Savannah International,32.12758333,-81.20213889,departure
2025-10-15,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,arrival
2025-10-13,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,departure
2025-10-13,N5MV,Michael Bloomberg,SAV,Savannah International,32.12758333,-81.20213889,arrival
2025-10-10,N5MV,Michael Bloomberg,FXE,Fort Lauderdale Executive,26.19728,-80.17070833,arrival
2025-09-26,N5MV,Michael Bloomberg,MIA,Miami International,25.79325,-80.29055556,departure
2025-09-26,N5MV,Michael Bloomberg,MLB,Melbourne International,28.10275,-80.64580556,arrival
2025-09-25,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,departure
2025-09-25,N5MV,Michael Bloomberg,MIA,Miami International,25.79325,-80.29055556,arrival
2025-09-11,N5MV,Michael Bloomberg,SHR,Sheridan County,44.76919556,-106.9802794,departure
2025-09-11,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,arrival
2025-09-11,N5MV,Michael Bloomberg,DIJ,Longvic Airport,0.0,0.0,departure
2025-09-11,N5MV,Michael Bloomberg,SHR,Sheridan County,44.76919556,-106.9802794,arrival
2025-09-08,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,departure
2025-09-08,N5MV,Michael Bloomberg,DIJ,Longvic Airport,0.0,0.0,arrival
2025-09-03,N5MV,Michael Bloomberg,TPA,Tampa International,27.97547222,-82.53325,departure
2025-09-03,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,arrival
2025-09-03,N5MV,Michael Bloomberg,ALN,St. Louis Regional,38.89029083,-90.04604306,departure
2025-09-03,N5MV,Michael Bloomberg,TPA,Tampa International,27.97547222,-82.53325,arrival
2025-05-08,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,departure
2025-05-08,N5MV,Michael Bloomberg,ALN,St. Louis Regional,38.89029083,-90.04604306,arrival
2025-05-08,N5MV,Michael Bloomberg,SWF,Stewart,41.50409361,-74.10483833,departure
2025-05-08,N5MV,Michael Bloomberg,ENW,Kenosha Regional,42.5957075,-87.92780333,arrival
2025-04-27,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2025-04-27,N5MV,Michael Bloomberg,SWF,Stewart,41.50409361,-74.10483833,arrival
2025-04-27,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-04-27,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-04-24,N5MV,Michael Bloomberg,CDW,Essex Cty Arpt,40.87522278,-74.28135667,departure
2025-04-24,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-04-05,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2025-04-05,N5MV,Michael Bloomberg,CDW,Essex Cty Arpt,40.87522278,-74.28135667,arrival
2025-04-05,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2025-04-05,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-04-03,N5MV,Michael Bloomberg,GXY,Greeley-Weld County,40.43561833,-104.6321156,departure
2025-04-03,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2025-03-27,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2025-03-27,N5MV,Michael Bloomberg,GXY,Greeley-Weld County,40.43561833,-104.6321156,arrival
2025-03-15,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2025-03-15,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-03-10,N5MV,Michael Bloomberg,NGD,Auguste George Airport,0.0,0.0,departure
2025-03-10,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2025-03-10,N5MV,Michael Bloomberg,HHR,Jack Northrop Field/Hawthorne Municipal,33.92283972,-118.3351872,departure
2025-03-10,N5MV,Michael Bloomberg,AUS,Austin-Bergstrom International,30.19453278,-97.66987194,arrival
2025-03-09,N5MV,Michael Bloomberg,CCZ,Chub Cay Airport,0.0,0.0,departure
2025-03-09,N5MV,Michael Bloomberg,BIM,South Bimini Airport,0.0,0.0,arrival
2025-03-09,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2025-03-09,N5MV,Michael Bloomberg,ANU,Bird International Airport,0.0,0.0,arrival
2025-03-09,N5MV,Michael Bloomberg,CYPK,Pitt Meadows Airport,0.0,0.0,departure
2025-03-09,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-03-01,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2025-03-01,N5MV,Michael Bloomberg,CYPK,Pitt Meadows Airport,0.0,0.0,arrival
2025-03-01,N5MV,Michael Bloomberg,OPF,Opa-Locka,25.907,-80.27838889,departure
2025-03-01,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-02-23,N5MV,Michael Bloomberg,NAS,Nassau International Airport,0.0,0.0,departure
2025-02-23,N5MV,Michael Bloomberg,OPF,Opa-Locka,25.907,-80.27838889,arrival
2025-02-23,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-02-23,N5MV,Michael Bloomberg,CPR,Natrona County Intl,42.90835556,-106.4644661,arrival
2025-02-22,N5MV,Michael Bloomberg,THP,Hot Springs County-Thermopolis Municipal,43.65828917,-108.2131542,departure
2025-02-22,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2025-02-19,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2025-02-19,N5MV,Michael Bloomberg,THP,Hot Springs County-Thermopolis Municipal,43.65828917,-108.2131542,arrival
2025-02-18,N5MV,Michael Bloomberg,RWL,Rawlins Muni,41.8055975,-107.19994,departure
2025-02-18,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2025-02-17,N5MV,Michael Bloomberg,SUA,Witham,27.18169444,-80.22108333,departure
2025-02-17,N5MV,Michael Bloomberg,RWL,Rawlins Muni,41.8055975,-107.19994,arrival
2025-02-16,N5MV,Michael Bloomberg,CCZ,Chub Cay Airport,0.0,0.0,departure
2025-02-16,N5MV,Michael Bloomberg,SUA,Witham,27.18169444,-80.22108333,arrival
2025-02-08,N5MV,Michael Bloomberg,NCA,North Caicos Airport,0.0,0.0,departure
2025-02-08,N5MV,Michael Bloomberg,CCZ,Chub Cay Airport,0.0,0.0,arrival
2025-02-08,N5MV,Michael Bloomberg,CCZ,Chub Cay Airport,0.0,0.0,departure
2025-02-08,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2025-02-07,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2025-02-07,N5MV,Michael Bloomberg,NCA,North Caicos Airport,0.0,0.0,arrival
2025-02-04,N5MV,Michael Bloomberg,SUA,Witham,27.18169444,-80.22108333,departure
2025-02-04,N5MV,Michael Bloomberg,SIG,Fernando Luis Ribas Dominicci,18.45675,-66.09883333,arrival
2025-02-04,N5MV,Michael Bloomberg,SIG,Fernando Luis Ribas Dominicci,18.45675,-66.09883333,departure
2025-02-04,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2025-01-19,N5MV,Michael Bloomberg,JZI,Charleston Executive,32.70086111,-80.00291667,departure
2025-01-19,N5MV,Michael Bloomberg,SUA,Witham,27.18169444,-80.22108333,arrival
2025-01-17,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2025-01-17,N5MV,Michael Bloomberg,JZI,Charleston Executive,32.70086111,-80.00291667,arrival
2025-01-16,N5MV,Michael Bloomberg,RIL,Garfield County Regional,39.526315,-107.7269403,departure
2025-01-16,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2025-01-03,N5MV,Michael Bloomberg,CDW,Essex Cty Arpt,40.87522278,-74.28135667,departure
2025-01-03,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2025-01-02,N5MV,Michael Bloomberg,BIM,South Bimini Airport,0.0,0.0,departure
2025-01-02,N5MV,Michael Bloomberg,CDW,Essex Cty Arpt,40.87522278,-74.28135667,arrival
2025-01-02,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2025-01-02,N5MV,Michael Bloomberg,VNY,Van Nuys,34.20980972,-118.4899733,arrival
2025-01-02,N5MV,Michael Bloomberg,LAS,McCarran International,36.08036111,-115.1523333,departure
2025-01-02,N5MV,Michael Bloomberg,VNY,Van Nuys,34.20980972,-118.4899733,arrival
2025-01-01,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2025-01-01,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-31,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-31,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-12-30,N5MV,Michael Bloomberg,CPR,Natrona County Intl,42.90835556,-106.4644661,departure
2024-12-30,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-29,N5MV,Michael Bloomberg,EGE,Eagle County Regional,39.64256778,-106.9176953,departure
2024-12-29,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-12-26,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2024-12-26,N5MV,Michael Bloomberg,EGE,Eagle County Regional,39.64256778,-106.9176953,arrival
2024-12-26,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-12-26,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-12-21,N5MV,Michael Bloomberg,JAC,Jackson Hole,43.60732417,-110.7377389,departure
2024-12-21,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-12-20,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,departure
2024-12-20,N5MV,Michael Bloomberg,JAC,Jackson Hole,43.60732417,-110.7377389,arrival
2024-12-19,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-12-19,N5MV,Michael Bloomberg,PBI,Palm Beach International,26.68316194,-80.09559417,arrival
2024-12-19,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-12-19,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-12-19,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2024-12-19,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-12-18,N5MV,Michael Bloomberg,MIA,Miami International,25.79325,-80.29055556,departure
2024-12-18,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-12-17,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2024-12-17,N5MV,Michael Bloomberg,MIA,Miami International,25.79325,-80.29055556,arrival
2024-12-16,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-12-16,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-12-01,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,departure
2024-12-01,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-11-30,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-11-30,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,arrival
2024-11-30,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2024-11-30,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-11-30,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,departure
2024-11-30,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2024-11-24,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,departure
2024-11-24,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,arrival
2024-11-23,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,departure
2024-11-23,N5MV,Michael Bloomberg,TEB,Teterboro,40.85010139,-74.06083611,arrival
2024-11-22,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-11-22,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,arrival
2024-11-17,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-17,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-11-17,N5MV,Michael Bloomberg,EWB,New Bedford Municipal,41.67614167,-70.95694167,departure
2024-11-17,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-15,N5MV,Michael Bloomberg,LTN,Luton Airport,0.0,0.0,departure
2024-11-15,N5MV,Michael Bloomberg,EWB,New Bedford Municipal,41.67614167,-70.95694167,arrival
2024-11-10,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-10,N5MV,Michael Bloomberg,LTN,Luton Airport,0.0,0.0,arrival
2024-11-09,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-11-09,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-07,N5MV,Michael Bloomberg,STT,Cyril E. King,18.33730556,-64.97336111,departure
2024-11-07,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-11-06,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2024-11-06,N5MV,Michael Bloomberg,STT,Cyril E. King,18.33730556,-64.97336111,arrival
2024-11-06,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-11-06,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-11-03,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-11-03,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-11-03,N5MV,Michael Bloomberg,BOW,Bartow Municipal,27.9433575,-81.78344167,departure
2024-11-03,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-11-01,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-11-01,N5MV,Michael Bloomberg,BOW,Bartow Municipal,27.9433575,-81.78344167,arrival
2024-10-31,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-31,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-10-30,N5MV,Michael Bloomberg,MDW,Chicago Midway,41.7859825,-87.75242444,departure
2024-10-30,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-29,N5MV,Michael Bloomberg,CMH,Port Columbus Intl,39.99798528,-82.89188278,departure
2024-10-29,N5MV,Michael Bloomberg,MDW,Chicago Midway,41.7859825,-87.75242444,arrival
2024-10-29,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-29,N5MV,Michael Bloomberg,CMH,Port Columbus Intl,39.99798528,-82.89188278,arrival
2024-10-28,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-10-28,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-16,N5MV,Michael Bloomberg,BDA,Bermuda International Airport,0.0,0.0,departure
2024-10-16,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-10-15,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-10-15,N5MV,Michael Bloomberg,BDA,Bermuda International Airport,0.0,0.0,arrival
2024-10-14,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,departure
2024-10-14,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-10-11,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-10-11,N5MV,Michael Bloomberg,SBA,Santa Barbara Municipal,34.42621194,-119.8403733,arrival
2024-10-10,N5MV,Michael Bloomberg,MRY,Monterey Peninsula,36.5869825,-121.8429478,departure
2024-10-10,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-10-09,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-09,N5MV,Michael Bloomberg,MRY,Monterey Peninsula,36.5869825,-121.8429478,arrival
2024-10-09,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-10-09,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-10-02,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-10-02,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
2024-10-02,N5MV,Michael Bloomberg,STS,Sonoma Co,38.50897694,-122.8128803,departure
2024-10-02,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-09-29,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,departure
2024-09-29,N5MV,Michael Bloomberg,STS,Sonoma Co,38.50897694,-122.8128803,arrival
2024-09-28,N5MV,Michael Bloomberg,SNN,Shannon Airport,0.0,0.0,departure
2024-09-28,N5MV,Michael Bloomberg,HPN,Westchester Cty,41.06695778,-73.70757444,arrival
2024-09-28,N5MV,Michael Bloomberg,FLR,Peretola Airport,0.0,0.0,departure
2024-09-28,N5MV,Michael Bloomberg,SNN,Shannon Airport,0.0,0.0,arrival
2024-09-22,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-09-22,N5MV,Michael Bloomberg,FLR,Peretola Airport,0.0,0.0,arrival
2024-09-21,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,departure
2024-09-21,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,arrival
2024-09-20,N5MV,Michael Bloomberg,LGA,LaGuardia,40.77724306,-73.87260917,departure
2024-09-20,N5MV,Michael Bloomberg,MMU,Morristown Municipal,40.79935,-74.41487472,arrival
